06015,California,Del Norte,,,76.3,75.2,77.4,71.6,66.4,76.8,,,,,,,88.6,81.3,95.9,74.9,73.6,76.3,498,466,422,509,742,539,997,,,,,,,154,93,240,523,467,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,16,16,15,17,11,10,12,34,144,4350,16,4133,14,16,19,11,31,,,,,,,,,,,,,,,,41,21,15,29,90,49,152,,,,,,,,,,18,11,27,36,35,37,1447,10,9,12,222,4,3,5,86,1165:1,235,90,19,9,29,2.5,,,2.4,2.6,2.2,,,2.1,2.3,0.05,13551,-1266,39720,47984,0.83,0.67,0.99,47442,39514,55370,30000,14358,45642,133417,19793,247041,105500,4422,206578,44847,27351,62343,52542,45686,59398,66,47,17,35,10,6,10,6,16,,,,,,,,,,,,,,,,29,19,13,28,21,,,,,,,,,,,,,,,,23,17,11,25,,,,,,,,,,,,,,,,,504,2700,187,99,6706,68,65,72,1490,16,13,19,84,8189,81,86,27968,20.7,19.0,937,3.4,2730,9.8,893,3.2,58,0.2,5712,20.4,17249,61.7,411,2,1,2,45.4,9634,33.7
06017,California,El Dorado,72,25,81.9,81.5,82.3,85.1,78.4,91.9,86.3,84.1,88.4,79.5,75.4,83.5,85.5,83.4,87.5,81.4,80.9,81.9,2016,248,236,260,252,144,409,128,94,170,322,202,488,204,170,238,260,246,274,43,28,21,38,,,,,,,,,,,,,,,,31,3,2,4,,,,,,,,,,,,,,,,11,10,12,13,12,14,8,7,8,211,127,16890,9,7710,4,105,18,15,22,,,,,,,,,,,,,,,,170,13,11,15,,,,,,,,,,11,7,17,14,11,16,30,29,32,8099,7,6,8,1388,3,2,4,49,2052:1,1952,94,5,2,7,3.1,3.5,,2.6,3.2,2.9,3.4,,2.4,3.0,0.08,11899,466,54821,72827,0.75,0.69,0.82,87792,79622,95962,,,,111964,97870,126058,69519,17017,122021,70182,61628,78736,84258,81390,87126,31,64,30,24,60,7,3,2,4,,,,,,,,,,,,,,,,174,18,15,21,18,,,,,,,,,,,,,,,,96,10,8,12,,,,,,,,,,,,,,,,,130,18900,7,212,55193,76,74,77,11219,16,14,17,89,64961,88,90,192925,19.6,22.8,1747,0.9,2611,1.4,9716,5.0,460,0.2,25755,13.3,147938,76.7,2722,1,1,2,50.3,62827,34.7
06019,California,Fresno,937,96,78.0,77.8,78.2,76.2,73.0,79.4,80.4,79.7,81.0,71.3,70.5,72.2,79.4,79.1,79.8,77.5,77.2,77.8,11184,379,372,386,573,472,674,316,296,336,683,639,726,346,336,356,389,377,401,544,48,44,52,,,,50,38,65,102,78,131,45,40,50,44,36,54,656,6,6,7,,,,8,6,10,15,11,18,5,5,6,6,5,7,14,13,16,14,13,15,14,13,14,2059,259,144790,15,49773,5,414,14,12,15,,,,7,5,11,25,18,34,9,8,11,23,19,26,1071,16,15,16,22,11,40,13,10,16,16,12,21,16,15,18,15,13,16,38,37,39,73200,13,12,14,10083,4,3,4,90,1112:1,13287,88,10,8,11,2.9,3.1,2.4,2.7,3.4,2.7,3.0,2.3,2.6,3.2,0.16,13754,-5546,41462,46493,0.89,0.86,0.92,61401,57647,65155,52511,40894,64128,68274,64686,71862,39621,31860,47382,47141,45784,48498,70763,68765,72761,74,50,25,30,281,4,7,7,8,,,,4,3,6,37,31,44,8,7,8,3,3,4,530,11,10,12,11,,,,9,6,12,10,7,15,7,6,9,17,15,19,521,10,10,11,,,,6,4,9,37,30,45,8,7,10,11,10,13,,1551,125100,12,820,166420,54,53,54,55662,19,18,19,83,256197,82,83,1000918,28.1,12.8,46278,4.6,31366,3.1,115563,11.5,2992,0.3,541269,54.1,279705,27.9,99823,11,,,50.1,100537,10.8
06021,California,Glenn,22,70,77.3,76.2,78.3,,,,,,,,,,85.4,80.5,90.3,75.2,73.6,76.8,373,391,350,433,,,,,,,,,,292,230,365,457,397,517,21,70,43,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,16,15,14,16,12,11,12,22,96,3790,14,2459,9,21,25,15,38,,,,,,,,,,,,,,,,34,17,12,24,,,,,,,,,,,,,,,,34,33,36,2496,16,13,18,445,6,4,8,71,1414:1,397,92,11,5,17,2.5,,,2.3,2.9,2.3,,,2.1,2.6,0.12,10040,-5800,33979,41888,0.81,0.67,0.95,57779,49260,66298,38565,20458,56672,51128,22638,79618,,,,46056,41108,51004,58693,52496,64890,70,,11,29,8,4,7,4,12,,,,,,,,,,,,,,,,34,23,16,32,24,,,,,,,,,,,,,,,,27,19,13,28,,,,,,,,,,,,,,,,,0,3400,0,247,5970,58,54,63,1883,20,15,24,74,7534,70,78,28283,26.7,16.6,261,0.9,976,3.5,845,3.0,62,0.2,12184,43.1,14140,50.0,2700,10,8,13,49.1,11494,40.9
06023,California,Humboldt,23,14,77.2,76.7,77.7,70.6,68.3,72.9,86.5,79.8,93.1,77.6,68.2,87.0,81.2,78.4,84.0,77.4,76.8,77.9,2124,420,401,439,718,608,828,295,203,414,571,382,820,325,262,389,411,390,432,55,53,40,69,,,,,,,,,,59,31,104,45,30,64,60,6,5,8,,,,,,,,,,,,,,,,14,12,15,15,14,17,10,9,10,221,189,20060,15,6112,5,110,27,22,32,73,43,115,,,,,,,,,,26,21,33,186,20,17,22,40,25,59,,,,,,,15,9,25,19,16,22,32,31,34,9146,11,10,13,1105,4,3,5,116,860:1,1285,87,9,5,14,2.8,2.5,,2.6,3.0,2.6,2.5,,2.4,2.7,0.16,13965,595,39812,46207,0.86,0.77,0.96,56071,48566,63576,32813,21186,44440,38456,14965,61947,,,,42645,35579,49711,51234,47495,54973,58,78,26,34,51,7,8,6,10,26,14,43,,,,,,,,,,7,5,9,151,21,18,25,22,,,,,,,,,,,,,,,,107,16,13,19,36,20,59,,,,,,,,,,16,13,20,,173,11500,15,566,30761,57,55,58,11231,22,20,23,86,46386,84,87,134977,18.8,19.1,1673,1.2,8614,6.4,3962,2.9,479,0.4,16883,12.5,98820,73.2,1942,2,1,2,50.5,40062,29.8
06025,California,Imperial,529,278,79.0,78.6,79.5,,,,92.8,85.9,99.6,77.5,74.5,80.5,79.8,79.3,80.3,74.9,73.5,76.2,2039,382,365,399,1081,779,1462,,,,440,325,581,350,332,368,551,494,609,71,34,27,43,,,,,,,,,,,,,,,,70,3,3,4,,,,,,,,,,,,,,,,16,14,17,14,13,15,15,13,16,359,250,34580,19,13349,8,137,25,21,29,,,,,,,,,,19,15,23,68,48,93,158,12,11,14,,,,,,,,,,13,10,15,13,8,21,34,32,35,12480,13,11,15,1764,3,2,4,75,1335:1,3027,88,7,5,10,2.6,,,2.6,3.2,2.5,,,2.5,3.0,0.20,14180,-5897,35840,45723,0.78,0.71,0.85,47599,41090,54108,41250,5196,77304,99030,83427,114633,24107,3821,44393,44281,41296,47266,66790,60224,73356,78,66,29,35,73,5,4,3,5,,,,,,,,,,,,,,,,64,7,6,9,7,,,,,,,,,,5,3,7,20,12,32,52,6,4,8,,,,,,,,,,4,3,6,14,8,24,,266,22300,12,471,26589,58,56,60,8281,19,16,21,82,37453,80,84,180267,28.5,13.6,4320,2.4,4586,2.5,3874,2.1,384,0.2,153968,85.4,17333,9.6,32870,20,18,21,48.8,30399,17.4
06027,California,Inyo,28,94,78.7,77.2,80.1,69.3,64.3,74.3,,,,,,,87.5,78.5,96.6,79.5,77.9,81.1,301,399,350,449,807,599,1064,,,,,,,281,187,406,366,308,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,14,13,14,9,9,10,23,150,1800,10,1441,8,22,41,25,62,,,,,,,,,,,,,,,,13,10,5,18,,,,,,,,,,,,,,,,33,31,34,1057,11,9,12,193,5,3,7,116,859:1,184,83,,,,,,,,,2.6,,,2.4,3.1,0.03,19938,3458,44132,56385,0.78,0.65,0.92,55981,53281,58681,43333,34475,52191,71356,69770,72942,,,,60813,49740,71886,60216,52632,67800,54,,33,34,11,15,,,,,,,,,,,,,,,,,,,17,16,9,27,19,,,,,,,,,,,,,,,,11,12,6,22,,,,,,,,,,,,,,,,,92,1600,58,187,5170,65,62,68,1034,14,11,17,83,6610,80,86,18046,20.6,24.3,173,1.0,2493,13.8,298,1.7,28,0.2,4273,23.7,10912,60.5,303,2,1,3,49.9,8611,46.4
06029,California,Kern,678,85,76.5,76.3,76.7,77.6,74.8,80.5,83.5,82.4,84.7,70.7,69.8,71.6,79.4,79.0,79.8,74.9,74.5,75.2,11288,436,428,444,480,388,572,234,209,258,709,664,754,352,340,363,507,494,521,513,50,45,54,,,,34,19,57,115,89,146,48,42,53,42,34,50,544,6,5,6,,,,,,,12,9,15,5,5,6,5,4,6,16,15,17,15,14,16,13,12,14,1785,250,121800,14,65742,8,851,32,29,34,,,,10,5,17,44,34,56,16,14,18,58,53,63,1090,17,16,19,21,10,39,11,7,15,21,16,26,16,14,17,21,19,22,34,33,35,62680,12,11,14,8803,3,3,4,67,1495:1,13336,88,10,8,11,2.7,3.3,2.3,2.6,3.0,2.4,3.1,2.0,2.4,2.8,0.21,13342,-4671,39045,48062,0.81,0.77,0.86,58583,55561,61605,49412,34827,63997,74021,69162,78880,39422,34509,44335,47095,45752,48438,66163,63598,68728,73,52,27,31,167,2,11,10,11,,,,4,2,7,34,28,40,12,10,13,6,5,7,593,14,13,15,13,,,,10,6,14,11,7,16,8,7,9,21,18,23,646,14,13,16,,,,4,2,8,35,28,43,13,11,14,16,14,18,,706,116400,6,593,161113,59,58,60,45292,17,16,18,84,228945,83,85,901362,28.7,11.6,46997,5.2,24747,2.7,50168,5.6,2487,0.3,497166,55.2,289519,32.1,82813,10,10,10,48.9,85693,10.2
06031,California,Kings,113,87,79.2,78.7,79.7,,,,85.1,81.8,88.4,76.8,74.5,79.0,80.6,79.6,81.5,78.1,77.3,78.9,1493,361,342,379,670,452,956,226,167,300,416,333,499,330,303,356,397,366,428,72,44,34,55,,,,,,,,,,34,24,46,58,37,87,74,5,4,6,,,,,,,,,,4,3,6,6,4,9,15,14,16,14,13,15,13,12,14,197,161,20220,13,10438,7,67,15,11,19,,,,,,,,,,10,7,15,23,16,32,149,14,12,16,,,,,,,,,,15,12,18,14,10,18,36,35,37,9900,12,11,14,1448,3,2,5,83,1202:1,1727,91,12,8,16,2.7,3.5,2.6,2.6,3.2,2.5,3.3,2.5,2.4,2.9,0.12,12201,-2611,40609,43582,0.93,0.84,1.02,60319,54140,66498,44842,31533,58151,80530,71178,89882,56076,43726,68426,49373,45832,52914,74918,71974,77862,71,37,22,28,41,4,6,5,8,,,,,,,,,,8,6,11,4,2,6,101,14,11,16,13,,,,,,,,,,10,7,14,18,13,24,74,10,8,12,,,,,,,,,,9,7,13,10,6,14,,135,17900,8,273,23368,54,51,56,5863,14,12,16,83,36361,82,85,152692,26.9,10.9,9561,6.3,4858,3.2,6757,4.4,545,0.4,84970,55.6,47139,30.9,14598,10,9,12,45.0,16601,10.9
06033,California,Lake,39,39,74.8,74.1,75.6,65.8,61.1,70.5,,,,,,,82.6,79.7,85.6,74.4,73.5,75.3,1448,548,517,579,902,680,1174,,,,992,723,1327,309,251,366,573,535,611,24,44,28,66,,,,,,,,,,56,28,100,34,16,62,29,6,4,8,,,,,,,,,,,,,,,,15,14,16,16,15,17,11,10,11,144,264,9640,15,1222,2,137,71,59,83,,,,,,,206,99,378,35,20,58,80,65,95,112,25,20,29,,,,,,,,,,20,12,32,26,21,32,35,34,36,4019,11,10,13,576,4,3,5,73,1372:1,709,78,,,,2.6,,,2.4,2.7,2.3,,,2.2,2.5,0.05,13181,-3043,37405,44260,0.85,0.72,0.97,52345,46763,57927,22961,11992,33930,45833,7596,84070,30991,9093,52889,46362,38658,54066,51120,48287,53953,72,58,26,34,20,5,10,8,14,,,,,,,,,,12,6,21,9,6,13,86,26,21,33,27,,,,,,,,,,16,7,29,27,20,35,61,19,15,24,,,,,,,,,,,,,,,,,43,6000,7,129,17276,68,65,70,4217,17,15,20,81,20617,78,84,64479,21.4,23.5,1118,1.7,2936,4.6,926,1.4,214,0.3,14690,22.8,43751,67.9,1706,3,2,4,50.1,21408,33.1
06035,California,Lassen,16,49,78.3,77.2,79.4,,,,,,,89.4,77.0,101.8,88.4,80.9,95.9,76.9,75.7,78.2,419,392,354,431,,,,,,,,,,184,112,284,450,401,499,14,66,36,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,14,14,15,10,10,11,30,112,3790,12,3246,9,26,28,19,42,,,,,,,,,,,,,,,,36,17,12,23,,,,,,,,,,,,,,,,35,34,36,789,6,5,7,138,3,2,3,90,1112:1,231,91,21,9,32,2.6,,,2.5,2.8,2.5,,,2.2,2.6,0.04,14424,1186,42150,55943,0.75,0.64,0.86,63803,57423,70183,47674,33140,62208,86042,45112,126972,64286,59184,69388,,,,58078,53975,62181,49,53,23,26,10,7,6,4,11,,,,,,,,,,,,,,,,40,23,17,32,26,,,,,,,,,,,,,,,,20,13,8,20,,,,,,,,,,,,,,,,,33,2300,14,87,6291,69,66,71,1159,13,11,16,82,7528,79,85,30016,17.9,16.3,2283,7.6,1305,4.3,501,1.7,260,0.9,5872,19.6,19417,64.7,675,2,1,3,38.6,24610,70.5
06037,California,Los Angeles,11176,98,81.3,81.3,81.4,82.0,80.4,83.6,86.6,86.4,86.7,74.8,74.6,75.0,82.4,82.2,82.5,80.6,80.6,80.7,94251,287,285,288,368,329,407,174,171,178,546,537,554,278,275,281,283,280,287,2804,32,31,34,,,,23,20,26,69,63,76,31,30,33,27,25,30,3241,4,4,4,,,,3,3,4,8,7,9,4,3,4,3,3,3,12,11,13,12,11,13,11,10,12,49678,585,1079900,11,142660,1,4276,14,14,15,35,23,50,4,3,4,28,26,30,10,10,11,23,22,24,5910,8,8,9,9,5,14,5,4,5,15,14,16,8,8,9,8,8,9,36,35,38,864634,14,13,14,85306,4,3,4,73,1371:1,96261,86,7,7,7,2.9,3.7,2.5,2.7,3.4,2.7,3.7,2.3,2.5,3.2,0.29,13430,-963,46250,50544,0.92,0.91,0.92,75624,74321,76927,62427,57462,67392,83252,82049,84455,51259,50356,52162,59837,59319,60355,91323,90514,92132,69,58,35,29,2573,4,6,6,6,7,4,12,2,1,2,23,21,24,6,6,6,2,2,3,4384,8,8,8,9,,,,7,6,7,7,6,8,5,5,6,13,12,14,3840,8,7,8,7,4,13,3,2,3,21,20,22,7,6,7,8,8,8,,3421,964500,4,3553,1534472,46,46,46,762517,24,23,24,87,2898026,87,87,9943046,21.1,14.5,791066,8.0,146590,1.5,1558134,15.7,36483,0.4,4822226,48.5,2570205,25.8,1215442,13,,,50.7,59424,0.6
06039,California,Madera,170,103,79.1,78.6,79.6,71.5,65.6,77.4,81.7,77.5,85.9,76.4,73.9,79.0,81.0,80.1,82.0,78.0,77.1,78.8,1759,352,336,369,772,554,1048,303,212,419,458,361,572,317,293,341,383,355,411,76,44,35,55,,,,,,,,,,42,32,55,37,20,63,77,5,4,6,,,,,,,,,,,,,,,,15,14,17,15,14,16,13,12,14,185,147,19620,13,8175,5,64,14,10,17,,,,,,,,,,7,4,11,24,17,33,206,19,16,21,,,,,,,,,,16,13,19,24,19,29,34,33,35,12305,15,13,16,1676,4,3,5,74,1360:1,1939,87,7,4,9,2.6,3.1,2.1,2.6,2.9,2.4,3.1,2.0,2.4,2.6,0.24,11778,-3599,36450,44649,0.82,0.73,0.90,68744,62961,74527,64342,33174,95510,60104,34504,85704,45431,12891,77971,52667,48579,56755,71001,68661,73341,80,64,31,25,43,4,6,5,8,,,,,,,,,,7,5,9,3,2,6,91,12,10,15,12,,,,,,,,,,8,5,11,20,15,27,79,10,8,13,,,,,,,,,,7,5,10,14,10,19,,512,19400,26,324,29270,66,64,68,6815,16,14,18,85,37630,83,86,157761,27.3,14.6,4909,3.1,7194,4.6,4137,2.6,473,0.3,93791,59.5,51412,32.6,18287,13,12,14,51.6,49672,32.9
06041,California,Marin,114,25,85.2,84.9,85.6,,,,90.6,88.4,92.8,78.3,76.0,80.5,86.7,85.0,88.5,85.3,84.8,85.7,1894,175,166,184,,,,122,97,151,399,321,478,173,147,199,169,159,179,31,15,10,21,,,,,,,,,,,,,,,,22,1,1,2,,,,,,,,,,,,,,,,9,8,10,11,10,12,7,7,8,801,358,19210,7,2943,1,130,17,14,20,,,,,,,42,20,77,10,5,18,18,15,22,99,5,4,7,,,,,,,,,,9,6,13,5,4,6,29,27,30,8906,6,5,7,1713,3,2,4,69,1446:1,2642,89,7,4,9,3.3,3.5,,2.5,3.7,3.2,3.5,,2.3,3.5,0.16,19154,7950,79611,103506,0.77,0.72,0.82,127601,115070,140132,,,,126815,100230,153400,67163,42686,91640,73072,62495,83649,129535,124975,134095,29,58,35,25,157,13,2,1,3,,,,,,,,,,,,,,,,212,14,12,17,16,,,,,,,,,,13,8,19,16,13,19,78,6,5,8,,,,,,,,,,,,,,,,,217,26200,8,1171,66719,64,62,65,19177,19,17,20,93,97669,92,94,257332,19.5,23.6,6578,2.6,2635,1.0,17380,6.8,693,0.3,42276,16.4,181874,70.7,8984,4,3,4,51.1,16457,6.5
06043,California,Mariposa,,,80.6,79.0,82.1,,,,,,,,,,111.8,64.5,159.1,79.9,78.2,81.5,277,351,301,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,14,15,14,16,9,9,10,23,151,2450,14,477,3,11,21,11,38,,,,,,,,,,,,,,,,39,32,23,44,,,,,,,,,,,,,,,,34,32,35,1040,11,9,13,163,6,4,7,87,1144:1,160,93,,,,2.8,,,,,2.5,,,,,0.04,13686,351,45207,44975,1.01,0.74,1.27,56887,47282,66492,,,,,,,,,,38549,17752,59346,53008,48274,57742,64,72,11,29,5,7,,,,,,,,,,,,,,,,,,,22,27,16,42,25,,,,,,,,,,,,,,,,16,18,11,30,,,,,,,,,,,,,,,,,1-4,1300,,19,5520,70,68,73,1442,19,15,23,79,6198,75,83,17160,16.3,28.8,194,1.1,644,3.8,283,1.6,37,0.2,2177,12.7,13487,78.6,141,1,0,2,49.5,18251,100.0
06045,California,Mendocino,35,28,78.5,77.8,79.2,69.3,65.8,72.9,79.6,73.7,85.4,,,,89.1,84.0,94.2,78.3,77.5,79.1,1347,388,365,410,713,567,885,362,232,538,743,460,1136,245,202,289,401,372,429,45,61,44,81,,,,,,,,,,53,31,85,51,31,81,49,7,5,9,,,,,,,,,,7,5,11,6,4,9,14,12,15,15,13,16,10,9,11,165,224,11950,14,5202,6,114,44,36,52,,,,,,,,,,22,12,37,50,40,62,133,22,18,25,44,22,76,,,,,,,22,15,31,21,17,26,33,32,35,6083,13,11,14,904,5,3,6,107,935:1,950,82,9,4,13,2.5,,,2.3,2.7,2.4,,,2.2,2.6,0.12,17595,1290,39728,45934,0.86,0.76,0.97,53176,48304,58048,56164,39293,73035,75652,47054,104250,68550,35418,101682,48333,39278,57388,55532,52299,58765,74,,18,34,37,7,6,5,9,,,,,,,,,,7,4,13,5,3,8,105,22,18,27,24,,,,,,,,,,,,,,,,66,15,12,19,,,,,,,,,,,,,,,,,242,8200,30,282,20611,60,58,63,6538,20,18,22,82,28145,81,84,86061,21.1,23.7,690,0.8,5659,6.6,1957,2.3,233,0.3,22729,26.4,54907,63.8,3810,5,4,5,50.4,39731,45.2
06047,California,Merced,260,103,78.2,77.9,78.6,,,,81.2,79.7,82.7,69.2,67.1,71.4,81.7,81.0,82.5,76.1,75.5,76.7,2986,382,368,396,509,323,764,316,269,362,789,682,895,301,283,318,456,430,482,125,39,32,45,,,,,,,139,76,232,37,30,46,35,22,53,114,4,3,5,,,,,,,,,,,,,,,,16,14,17,15,13,16,13,13,14,315,144,38880,14,19726,8,136,16,14,19,,,,,,,,,,10,8,13,31,24,39,352,18,17,20,,,,11,7,18,33,21,50,17,15,20,21,17,25,35,34,36,24272,15,14,17,2962,4,3,5,66,1518:1,4491,92,9,7,12,2.7,2.9,,2.6,3.1,2.5,2.7,,2.4,2.8,0.10,12887,-6355,37048,43457,0.85,0.80,0.90,58998,55435,62561,39659,13032,66286,66135,61499,70771,43710,34414,53006,51583,49606,53560,64961,61948,67974,77,47,23,30,72,3,8,7,9,,,,,,,30,18,47,9,7,11,4,3,6,125,10,8,12,9,,,,11,5,19,,,,6,5,8,15,11,20,125,9,8,11,,,,,,,30,16,50,9,7,11,9,7,13,,338,37000,9,436,42480,52,51,54,11920,15,14,17,87,71087,86,89,279252,29.0,11.7,8274,3.0,7265,2.6,22218,8.0,1120,0.4,171835,61.5,71917,25.8,33758,13,13,14,49.5,36510,14.3
